"Search.Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Country"	"Region"	"Location.Name"	"Latitude"	"Longitude"	"Focal.Depth..km."	"Mag"	"MMI.Int"	"Deaths"	"Death.Description"	"Missing"	"Missing.Description"	"Injuries"	"Injuries.Description"	"Damage...Mil."	"Damage.Description"	"Houses.Destroyed"	"Houses.Destroyed.Description"	"Houses.Damaged"	"Houses.Damaged.Description"	"Total.Deaths"	"Total.Death.Description"	"Total.Missing"	"Total.Missing.Description"	"Total.Injuries"	"Total.Injuries.Description"	"Total.Damage...Mil."	"Total.Damage.Description"	"Total.Houses.Destroyed"	"Total.Houses.Destroyed.Description"	"Total.Houses.Damaged"	"Total.Houses.Damaged.Description"	"Mag.full"	"Freq.Country"
"394"	""	1965	4	29	15	28	43.7	NA	NA	"USA"	150	"WASHINGTON:  SEATTLE"	47.4	-122.3	59	6.6	8	7	1	NA	NA	NA	NA	28	4	NA	NA	NA	NA	7	1	NA	NA	NA	NA	28	4	NA	NA	NA	NA	6	36
"395"	""	1965	5	3	10	1	35.2	NA	NA	"EL SALVADOR"	100	"EL SALVADOR:  SAN MARCOS"	13.5	-89.3	23	6	6	125	3	NA	NA	1138	4	35	4	NA	NA	NA	NA	125	3	NA	NA	1138	4	35	4	NA	NA	NA	NA	6	10
"396"	""	1965	7	6	3	18	45.1	1972	NA	"GREECE"	130	"NORTH CORINTH GULF"	38.384	22.545	18	6.1	8	1	1	NA	NA	6	1	NA	3	70	2	1000	3	2	1	NA	NA	6	1	NA	3	70	2	1000	3	6	46
"397"	""	1965	8	23	19	46	2.9	1975	NA	"MEXICO"	150	"MEXICO:  ME\XICO CITY, OAXACA"	16.3	-95.8	28	7.8	NA	6	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	6	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	7	53
"398"	""	1966	2	5	2	1	48.3	NA	NA	"GREECE"	130	"GREECE:  CENTRAL"	39.2	22	38	6.3	NA	1	1	NA	NA	60	2	4	2	450	3	NA	NA	1	1	NA	NA	60	2	4	2	450	3	NA	NA	6	46
"399"	""	1966	3	7	1	16	0	NA	NA	"TURKEY"	140	"TURKEY:  VARTO, MUS"	39.1	41.6	38	6	8	10	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	104
"400"	""	1966	3	12	16	31	21.8	1980	NA	"TAIWAN"	30	"TAIWAN"	24.1	122.6	48	8	NA	7	1	NA	NA	10	1	NA	2	NA	2	NA	NA	7	1	NA	NA	10	1	NA	2	NA	2	NA	NA	8	54
"401"	""	1966	6	27	10	41	9.5	NA	NA	"NEPAL"	60	"NEPAL-INDIA"	29.554	80.854	23	6.3	8	80	2	NA	NA	100	2	1	2	5200	4	NA	NA	80	2	NA	NA	100	2	1	2	5200	4	NA	NA	6	10
"402"	""	1966	7	12	0	4	12	NA	NA	"TURKEY"	140	"TURKEY:  BAGICI"	38.9	41.3	64	4.6	NA	12	1	NA	NA	20	1	NA	3	NA	NA	NA	NA	12	1	NA	NA	20	1	NA	3	NA	NA	NA	NA	4	104
"403"	""	1966	8	15	2	15	0	NA	NA	"INDIA"	60	"INDIA:  N"	28.7	78.9	53	5.6	NA	15	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	32
"404"	""	1966	8	19	12	22	12.7	NA	NA	"TURKEY"	140	"TURKEY:  VARTO"	39.235	41.572	24	6.8	9	2394	4	NA	NA	NA	NA	20	3	NA	NA	NA	NA	2394	4	NA	NA	NA	NA	20	3	NA	NA	NA	NA	6	104
"405"	""	1966	9	1	14	22	59.2	NA	NA	"GREECE"	130	"GREECE:  SOUTHERN"	37.459	22.155	17	5.5	8	1	1	NA	NA	123	3	14	3	180	3	1500	4	1	1	NA	NA	123	3	14	3	180	3	1500	4	5	46
"406"	""	1966	9	4	22	14	0	NA	NA	"COLOMBIA"	160	"COLOMBIA"	4.62	-73.98	15	5.3	7	6	1	NA	NA	30	1	NA	2	200	3	NA	NA	6	1	NA	NA	30	1	NA	2	200	3	NA	NA	5	32
"407"	""	1966	10	17	21	41	56	1982	NA	"PERU"	160	"PERU:  LIMA,HUACHO,HUAURA, CHANCAY,SUPE,SAN NICOLAS"	-10.748	-78.638	38	8.1	9	110	3	NA	NA	3000	4	35	4	NA	NA	NA	NA	110	3	NA	NA	3000	4	35	4	NA	NA	NA	NA	8	67
"408"	""	1966	10	29	2	39	29.4	NA	NA	"GREECE"	130	"GREECE:  CENTRAL"	39.2	21.2	20	5.7	NA	1	1	NA	NA	23	1	NA	3	NA	3	NA	NA	1	1	NA	NA	23	1	NA	3	NA	3	NA	NA	5	46
"409"	""	1966	12	28	8	18	7.4	1984	NA	"CHILE"	160	"CHILE:  TALTAL, CATALINA"	-25.5	-70.7	47	7.8	8	3	1	NA	NA	6	1	0.4	1	NA	3	NA	NA	3	1	NA	NA	6	1	0.4	1	NA	3	NA	NA	7	43
"410"	""	1967	2	9	15	24	0	NA	NA	"COLOMBIA"	160	"COLOMBIA:  HUILA, NEIVA, RIVERA,SAN ANTONIO"	2.85	-74.8	55	7	10	98	2	NA	NA	NA	NA	20	3	NA	NA	NA	4	98	2	NA	NA	NA	NA	20	3	NA	NA	NA	4	7	32
"411"	""	1967	2	19	22	14	35.3	NA	NA	"INDONESIA"	60	"INDONESIA:  JAVA:  DAMPIT,GONDANG,TRENGGALEK"	-9.2	113.1	80	6.8	9	54	2	NA	NA	300	3	NA	3	2000	4	5000	4	54	2	NA	NA	300	3	NA	3	2000	4	5000	4	6	125
"412"	""	1967	4	11	5	9	12.1	1987	NA	"INDONESIA"	170	"INDONESIA:  MAKASSAR STRAIT"	-3.7	119.3	33	5.5	8	58	2	NA	NA	100	2	NA	2	NA	2	NA	NA	71	2	NA	NA	100	2	NA	2	NA	2	NA	NA	5	125
"413"	""	1967	4	12	4	51	50.2	1988	NA	"INDONESIA"	60	"INDONESIA-MALAYSIA:  N SUMATERA,MALAY PENINSULA"	5.5	97.3	100	6.1	NA	14	1	NA	NA	NA	NA	NA	3	2000	4	NA	NA	14	1	NA	NA	NA	NA	NA	3	2000	4	NA	NA	6	125
"414"	""	1967	5	1	7	8	0	NA	NA	"GREECE"	130	"GREECE"	39.5	21.2	55	5.9	NA	9	1	NA	NA	NA	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	46
"415"	""	1967	7	13	2	10	20	NA	NA	"ALGERIA"	15	"ALGERIA:  NEAR SIG"	35.5	-0.1	13	5	NA	10	1	NA	NA	15	1	NA	1	40	1	NA	NA	10	1	NA	NA	15	1	NA	1	40	1	NA	NA	5	22
"416"	""	1967	7	22	16	57	0.7	NA	NA	"TURKEY"	140	"TURKEY:  MUDURNU, ADAPAZARI"	40.751	30.8	30	7.3	10	86	2	NA	NA	NA	NA	3	2	NA	NA	NA	NA	86	2	NA	NA	NA	NA	3	2	NA	NA	NA	NA	7	104
"417"	""	1967	7	26	18	53	0	NA	NA	"TURKEY"	140	"TURKEY:  TUNCELI"	39.5	40.4	8	6.2	NA	97	2	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	104
"418"	""	1967	7	29	10	24	24.6	NA	NA	"COLOMBIA"	160	"COLOMBIA"	6.747	-73.03	161	6.8	8	20	1	NA	NA	150	3	2	2	NA	NA	NA	3	20	1	NA	NA	150	3	2	2	NA	NA	NA	3	6	32
"419"	""	1967	7	30	0	4	22	3349	NA	"VENEZUELA"	90	"VENEZUELA"	10.559	-67.33	25	6.6	8	300	3	NA	NA	1536	4	140	4	NA	NA	NA	NA	300	3	NA	NA	1536	4	140	4	NA	NA	NA	NA	6	13
"420"	""	1967	10	25	0	59	22.6	NA	NA	"TAIWAN"	30	"TAIWAN:  HUALIEN"	24.5	122.2	65	7	NA	2	1	NA	NA	NA	NA	NA	2	23	1	NA	NA	2	1	NA	NA	NA	NA	NA	2	23	1	NA	NA	7	54
"421"	""	1967	11	30	7	23	0	NA	NA	"ALBANIA"	130	"ALBANIA"	41.5	20.5	29	6.5	10	18	1	NA	NA	NA	NA	20	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	11
"422"	""	1967	12	10	22	51	23.5	NA	NA	"INDIA"	60	"INDIA"	17.412	73.885	15	6.6	8	180	3	NA	NA	NA	NA	0.4	1	NA	NA	NA	NA	180	3	NA	NA	NA	NA	0.4	1	NA	NA	NA	NA	6	32
"423"	""	1967	12	21	2	25	23	1994	NA	"CHILE"	160	"CHILE:  NORTHERN"	-21.7	-69.5	33	7.5	NA	1	1	NA	NA	NA	3	NA	2	NA	2	NA	NA	1	1	NA	NA	NA	3	NA	2	NA	2	NA	NA	7	43
"424"	""	1968	1	15	2	1	8.5	NA	NA	"ITALY"	130	"ITALY:  SICILY"	37.9	13.1	33	6	NA	216	3	NA	NA	563	3	320	4	NA	NA	NA	NA	216	3	NA	NA	563	3	320	4	NA	NA	NA	NA	6	42
"425"	""	1968	1	25	9	56	48.7	NA	NA	"ITALY"	130	"ITALY:  SICILY"	37.8	13.2	33	5.1	NA	8	1	NA	NA	55	2	NA	1	NA	NA	NA	NA	8	1	NA	NA	55	2	NA	1	NA	NA	NA	NA	5	42
"426"	""	1968	2	19	22	45	45.7	1997	NA	"GREECE"	130	"GREECE:  AEGEAN SEA:  ST EUSTRATIOS"	39.368	24.957	15	7.2	10	20	1	NA	NA	18	1	0.6	1	500	3	1951	4	20	1	NA	NA	18	1	0.6	1	500	3	1951	4	7	46
"427"	""	1968	2	21	1	45	0	NA	NA	"JAPAN"	30	"JAPAN:  KYUSHU"	32	130.6	3	6.3	NA	3	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	3	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	63
"428"	""	1968	2	25	NA	NA	NA	NA	NA	"ALGERIA"	15	"ALGERIA:  EL ALEN (BABORD)"	36.08	5.07	NA	4.9	8	1	1	NA	NA	4	1	NA	2	100	2	NA	NA	1	1	NA	NA	4	1	NA	2	100	2	NA	NA	4	22
"429"	""	1968	4	1	0	42	4.2	1998	NA	"JAPAN"	30	"JAPAN:  KYUSHU, SHIKOKU"	32.3	132.5	30	7.5	7	1	1	NA	NA	22	1	NA	2	NA	2	NA	NA	1	1	NA	NA	22	1	NA	2	NA	2	NA	NA	7	63
"430"	""	1968	4	29	17	1	57.2	NA	NA	"IRAN"	140	"IRAN:  MAKU,SHAH BANDALU,QURTA BOLAGH,QONDEQLI"	39.253	44.203	34	5.6	7	38	1	NA	NA	100	2	1	2	1000	2	NA	NA	38	1	NA	NA	100	2	1	2	1000	2	NA	NA	5	138
"431"	""	1968	5	16	0	48	55.4	2000	NA	"JAPAN"	30	"JAPAN:  OFF EAST COAST OF HONSHU ISLAND"	40.8	143.2	7	8.2	6	52	2	NA	NA	330	3	NA	3	689	3	NA	NA	52	2	NA	NA	330	3	131	4	1218	4	NA	NA	8	63
"432"	""	1968	5	23	17	24	0	NA	NA	"NEW ZEALAND"	170	"NEW ZEALAND:  SOUTH ISLAND:  NW COAST"	-41.7	172	21	7.1	NA	3	1	NA	NA	NA	NA	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	9
"433"	""	1968	6	19	8	14	0	NA	NA	"PERU"	160	"PERU:  SAN MARTIN,MOYOBAMBA,YANTALO,RIOJA,LAMAS"	-5.6	-77.2	33	7	NA	15	1	NA	NA	NA	NA	0.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	67
"434"	""	1968	8	1	20	19	21.9	2003	NA	"PHILIPPINES"	170	"PHILIPPINES:  LUZON:  MANILA"	16.5	122.2	36	7.3	NA	270	3	NA	NA	261	3	8	3	NA	1	NA	3	270	3	NA	NA	261	3	8	3	NA	1	NA	3	7	49
"435"	""	1968	8	2	14	6	43.7	5847	NA	"MEXICO"	150	"MEXICO:  OAXACA, GUERRERO"	16.519	-97.739	25	7.3	7	18	1	NA	NA	NA	NA	2.4	2	NA	NA	NA	NA	18	1	NA	NA	NA	NA	2.4	2	NA	NA	NA	NA	7	53
"436"	""	1968	8	31	10	47	43.2	NA	NA	"IRAN"	140	"IRAN:  DASHT-E-BAYAZ"	34.158	59.083	13	7.1	10	10488	4	NA	NA	17000	4	35	4	12000	4	NA	NA	10488	4	NA	NA	17000	4	35	4	12000	4	NA	NA	7	138
"437"	""	1968	9	1	7	27	NA	NA	NA	"IRAN"	140	"IRAN:  FERDOW"	34	58.2	15	6.2	NA	700	3	NA	NA	NA	NA	NA	3	1500	4	NA	NA	700	3	NA	NA	NA	NA	NA	3	1500	4	NA	NA	6	138
"438"	""	1968	9	3	8	19	52.2	3297	NA	"TURKEY"	140	"TURKEY:  BARTIN, AMASRA, CAKRAZ"	41.8	32.3	38	6.6	8	24	1	NA	NA	200	3	NA	3	2000	4	2000	4	24	1	NA	NA	200	3	NA	3	2000	4	NA	NA	6	104
"439"	""	1968	9	20	6	0	5	2009	NA	"VENEZUELA"	90	"VENEZUELA:  CARUPANO"	10.697	-62.748	103	6.5	9	3	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	3	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	13
"440"	""	1968	9	24	4	19	0	NA	NA	"TURKEY"	140	"TURKEY"	39.2	40.1	14	5.1	NA	2	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	104
"441"	""	1968	9	25	10	38	39.5	2010	NA	"MEXICO"	150	"MEXICO-GUATEMALA:  S CHIAPAS"	15.573	-92.536	124	6.1	NA	20	1	NA	NA	500	3	NA	2	NA	NA	NA	NA	20	1	NA	NA	500	3	NA	2	NA	NA	NA	NA	6	53
"442"	""	1969	1	3	3	16	40.3	NA	NA	"IRAN"	140	"IRAN:  NE KHURASAN PROVINCE"	37.14	57.899	11	5.5	8	50	1	NA	NA	300	3	NA	2	100	2	NA	NA	50	1	NA	NA	300	3	NA	2	100	2	NA	NA	5	138
"443"	""	1969	2	11	22	8	54	NA	NA	"CHINA"	40	"CHINA:  XINJIANG PROVINCE:  WUSHI"	41.45	79.367	10	6.3	7	4	1	NA	NA	NA	1	NA	3	NA	3	NA	NA	4	1	NA	NA	NA	1	NA	3	NA	3	NA	NA	6	152
"444"	""	1969	2	23	0	36	58.9	2011	NA	"INDONESIA"	170	"INDONESIA:  SULAWESI:  PARASANGA, PALETOANG"	-3.201	118.904	15	7	8	64	2	NA	NA	97	2	NA	3	1287	4	NA	NA	664	3	NA	NA	97	2	NA	3	1287	4	NA	NA	7	125
"445"	""	1969	3	28	1	48	0	NA	NA	"TURKEY"	140	"TURKEY:  ALASEHIR, SARIGOL, KIRAZ"	38.6	28.4	9	6.5	NA	53	2	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	104
"446"	""	1969	3	31	7	15	54.4	3646	NA	"EGYPT"	15	"EGYPT:  BENI-SOUEF, AL-QAHIRAH (CAIRO)"	27.7	34	33	7	NA	2	1	NA	NA	16	1	NA	3	107	3	NA	NA	2	1	NA	NA	16	1	NA	3	107	3	NA	NA	7	4
"447"	""	1969	4	3	22	12	0	NA	NA	"ALBANIA"	130	"ALBANIA:  SOUTHERN"	40.7	19.8	33	5.5	NA	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	11
"448"	""	1969	7	18	5	24	50	5800	NA	"CHINA"	30	"CHINA:  BOHAI SEA"	38.2	119.4	6	7.4	9	10	1	NA	NA	353	3	NA	4	15190	4	24810	4	10	1	NA	NA	353	3	NA	4	15190	4	24810	4	7	152
"449"	""	1969	7	25	22	49	43	NA	NA	"CHINA"	30	"CHINA:  GUANGDONG PROVINCE:  YANGJIANG COUNTY"	22.317	111.8	5	6.4	8	3000	4	NA	NA	NA	NA	NA	4	10762	4	NA	NA	3000	4	NA	NA	NA	NA	NA	4	10762	4	NA	NA	6	152
"450"	""	1969	9	29	20	3	30.6	NA	NA	"SOUTH AFRICA"	10	"SOUTH AFRICA:  CAPE PROVINCE"	-33.268	19.386	33	6.3	9	12	1	NA	NA	NA	3	24	3	NA	NA	NA	3	12	1	NA	NA	NA	3	24	3	NA	NA	NA	3	6	9
"451"	""	1969	10	1	5	5	0	NA	NA	"PERU"	160	"PERU:  HUAYTAPALLANA, LAMPA, CHILIFRUTA"	-11.7	-75.1	43	6.2	11	150	3	NA	NA	NA	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	67
"452"	""	1969	10	2	4	56	46.5	NA	NA	"USA"	150	"CALIFORNIA:  SANTA ROSA"	38.467	-122.692	10	4.8	8	1	1	NA	NA	NA	NA	8.35	3	NA	NA	NA	NA	1	1	NA	NA	NA	NA	8.35	3	NA	NA	NA	NA	4	36
"453"	""	1969	10	26	15	36	0	NA	NA	"BOSNIA-HERZEGOVINA"	130	"BALKANS NW:  BOSNIA-HERZEGOVINA:  BANJA LUKA"	44.9	17.3	33	6	8	14	1	NA	NA	NA	NA	50	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5
"454"	""	1969	10	27	8	10	0	NA	NA	"BOSNIA-HERZEGOVINA"	130	"BALKANS NW:  BOSNIA-HERZEGOVINA:  KAKASI, JABLAN"	44.9	17.2	33	6.4	9	9	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5
"455"	""	1970	1	4	17	0	40.2	NA	NA	"CHINA"	30	"CHINA:  YUNNAN PROVINCE; VIETNAM:  HANOI"	24.1	102.5	31	7.8	10	10000	4	NA	NA	NA	NA	NA	3	NA	3	NA	3	10000	4	NA	NA	NA	NA	NA	3	NA	3	NA	NA	7	152
"456"	""	1970	2	5	22	5	58.3	NA	NA	"PHILIPPINES"	170	"PHILIPPINES:  LUZON, ROMBLON I; TABLAS I:  ODIONGAN"	12.6	122.1	11	7.1	NA	3	1	NA	NA	NA	2	NA	2	NA	NA	NA	NA	3	1	NA	NA	NA	2	NA	2	NA	NA	NA	NA	7	49
"457"	""	1970	2	14	11	17	16.1	NA	NA	"PERU"	160	"PERU:  PANAO,CHACLLA,QUERO,AYLLAMARCA,LA LINDA"	-9.9	-75.6	35	5.4	9	12	1	NA	NA	NA	NA	NA	3	NA	3	NA	NA	12	1	NA	NA	NA	NA	NA	3	NA	3	NA	NA	5	67
"458"	""	1970	3	14	1	51	44.4	NA	NA	"IRAN"	140	"IRAN:  BADALAN,QERIS,BATCHI,DIZEH,PESAK,HESAR"	38.6	44.7	23	4.8	NA	5	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA	5	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA	4	138
"459"	""	1970	3	23	1	52	59.3	NA	NA	"INDIA"	60	"INDIA:  BROACH"	21.7	73	3	5.4	NA	26	1	NA	NA	200	3	NA	2	NA	NA	NA	NA	26	1	NA	NA	200	2	NA	2	NA	NA	NA	NA	5	32
"460"	""	1970	3	28	21	2	26.7	NA	NA	"TURKEY"	140	"TURKEY:  GEDIZ"	39.098	29.57	25	7.2	10	1086	4	NA	NA	1174	4	55.6	4	8229	4	8229	4	1086	4	NA	NA	1174	4	55.6	4	8229	4	5586	4	7	104
"461"	""	1970	4	7	5	34	5.6	2020	NA	"PHILIPPINES"	170	"PHILIPPINES:  LUZON"	15.78	121.71	40	7.3	6	15	1	NA	NA	200	3	NA	2	NA	NA	NA	NA	15	1	NA	NA	200	3	NA	2	NA	NA	NA	NA	7	49
"462"	""	1970	5	31	20	23	27.3	2021	NA	"PERU"	160	"PERU: NORTHERN, PISCO, CHICLAYO"	-9.2	-78.8	43	7.9	10	66794	4	NA	NA	50000	4	530	4	NA	3	NA	3	66794	4	NA	NA	50000	4	530	4	NA	3	NA	NA	7	67
"463"	""	1970	7	2	2	24	35.7	NA	NA	"TURKEY"	140	"TURKEY:  SIVAS"	38.8	36.7	27	4.9	NA	1	1	NA	NA	NA	NA	NA	2	150	3	150	3	1	1	NA	NA	NA	NA	NA	2	150	3	NA	NA	4	104
"464"	""	1970	7	30	0	52	19.5	NA	NA	"IRAN"	140	"IRAN:  KARNAVEH, MAREV"	37.8	55.9	16	6.7	8	220	3	NA	NA	483	3	8	3	2000	4	NA	4	220	3	NA	NA	483	3	8	3	2000	4	NA	4	6	138
"465"	""	1970	7	31	17	8	5.4	NA	NA	"PERU"	160	"PERU:  JUIN  PROVINCE FELT ARGENTINA TO MEXICO CITY"	-1.5	-72.6	651	7.1	NA	1	1	NA	NA	NA	2	NA	2	NA	NA	NA	NA	1	1	NA	NA	NA	2	NA	2	NA	NA	NA	NA	7	67
"466"	""	1970	10	31	17	53	7.1	2028	NA	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  MADANG"	-4.907	145.471	8	7.3	8	15	1	NA	NA	20	1	1.75	2	800	3	800	3	18	1	NA	NA	20	1	1.75	2	800	3	NA	NA	7	22
"467"	""	1970	12	10	4	34	38.8	NA	NA	"PERU"	160	"PERU:  N;  ECUADOR:  S"	-4	-80.7	25	7.6	10	82	2	NA	NA	350	3	6	3	NA	NA	NA	NA	82	2	NA	NA	350	3	6	3	NA	NA	NA	NA	7	67
"468"	""	1971	2	6	18	9	9.1	NA	NA	"ITALY"	130	"ITALY:  TUSCANIA"	42.5	11.8	33	4.6	8	24	1	NA	NA	150	3	41	4	40	1	1678	4	24	1	NA	NA	150	3	41	4	40	1	1678	4	4	42
"469"	""	1971	2	9	14	0	41.8	NA	NA	"USA"	150	"CALIFORNIA:  SAN FERNANDO"	34.412	-118.4	8	6.5	11	65	2	NA	NA	2000	4	505	4	NA	NA	NA	NA	65	2	NA	NA	2000	4	505	4	NA	NA	NA	NA	6	36
"470"	""	1971	2	14	16	27	36.1	NA	NA	"IRAN"	140	"IRAN:  JAILAN,BOKRAN,HOSSEINABAD,SHARIFABAD"	36.6	55.6	39	5.3	NA	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	138
"471"	""	1971	4	12	19	3	24.4	NA	NA	"IRAN"	140	"IRAN:  TAZARJ,BARGHANY,MADANUIYEH,BARAFTAB,DARAGAH"	28.363	55.737	44	6.1	7	1	1	NA	NA	NA	NA	NA	3	NA	3	NA	NA	1	1	NA	NA	NA	NA	NA	3	NA	3	NA	NA	6	138
"472"	""	1971	5	12	6	25	13	NA	NA	"TURKEY"	140	"TURKEY:  BURDUR"	37.6	29.8	23	5.9	6	100	2	NA	NA	NA	3	NA	3	NA	NA	NA	NA	100	2	NA	NA	NA	3	NA	3	NA	NA	NA	NA	5	104
"473"	""	1971	5	22	16	43	58.7	NA	NA	"TURKEY"	140	"TURKEY:  BINGOL"	38.8	40.5	3	6.7	8	1000	3	NA	NA	NA	2	5	2	NA	NA	NA	NA	1000	3	NA	NA	NA	2	5	2	NA	NA	NA	NA	6	104
"474"	""	1971	6	16	14	44	22.5	NA	NA	"INDONESIA"	60	"INDONESIA:  JAVA:  BUARAN,BANTAR KAWSUN,JIPANG"	-7.2	109.1	35	5.2	NA	1	1	NA	NA	6	1	NA	3	NA	NA	1377	4	1	1	NA	NA	6	1	NA	3	NA	NA	1377	4	5	125
"475"	""	1971	6	17	21	NA	40.9	NA	NA	"CHILE"	160	"CHILE:  CATALINA, ANTOFAGASTA"	-25.5	-69.2	93	6.3	5	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	6	43
"476"	""	1971	7	9	3	3	18.7	2033	NA	"CHILE"	160	"CHILE:  CENTRAL"	-32.5	-71.2	58	7.8	9	83	2	NA	NA	447	3	236.4	4	NA	3	NA	NA	83	2	NA	NA	447	3	236.4	4	NA	3	NA	NA	7	43
"477"	""	1971	7	14	6	11	29.1	2034	NA	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  NEW IRELAND: BOUGAINVILLE"	-5.5	153.9	47	7.9	9	2	1	NA	NA	5	1	NA	1	NA	NA	NA	NA	3	1	NA	NA	5	1	NA	1	NA	NA	NA	NA	7	22
"478"	""	1971	7	15	1	33	22.3	NA	NA	"ITALY"	130	"ITALY:  PARMA"	44.8	10.3	7	5.2	NA	2	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	42
"479"	""	1971	7	27	2	2	49.6	NA	NA	"PERU"	160	"PERU-ECUADOR:  GUAYAQUIL"	-2.7	-77.4	135	6.3	7	1	1	NA	NA	NA	2	NA	2	NA	NA	NA	NA	1	1	NA	NA	NA	2	NA	2	NA	NA	NA	NA	6	67
"480"	""	1971	8	9	2	54	36.7	NA	NA	"IRAN"	140	"IRAN:  BABOL-KENAR"	36.3	52.7	27	5.3	NA	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5	138
"481"	""	1971	10	15	10	33	46.7	NA	NA	"PERU"	160	"PERU:  APURIMAC"	-14.1	-73.3	54	5.7	9	5	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	5	67
"482"	""	1972	1	25	2	6	23.3	2045	NA	"TAIWAN"	30	"TAIWAN"	22.5	122.3	33	7.5	6	1	1	NA	NA	NA	NA	NA	1	5	1	NA	NA	1	1	NA	NA	NA	NA	NA	1	5	1	NA	NA	7	54
"483"	""	1972	2	4	2	42	18.9	NA	NA	"ITALY"	130	"ITALY:  CENTRAL, ANCONA"	43.8	13.3	25	4.8	NA	1	1	NA	NA	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	42
"484"	""	1972	3	20	7	33	49.6	NA	NA	"PERU"	160	"PERU:  JUANJUI"	-6.8	-76.8	64	6.1	9	7	1	NA	NA	50	1	20	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	67
"485"	""	1972	4	10	2	6	51.9	NA	NA	"IRAN"	140	"IRAN:  QIR,KARZIN, JAHROM, FIRUZABAD"	28.415	52.765	11	6.6	9	5374	4	NA	NA	1710	4	NA	4	NA	4	NA	NA	5374	4	NA	NA	1710	4	NA	4	NA	4	NA	NA	6	138
"486"	""	1972	4	24	9	57	21.7	NA	NA	"TAIWAN"	30	"TAIWAN:  HUALIEN"	23.6	121.6	33	6.9	5	4	1	NA	NA	11	1	NA	2	NA	NA	NA	NA	4	1	NA	NA	11	1	NA	2	NA	NA	NA	NA	6	54
"487"	""	1972	6	21	15	6	53.3	NA	NA	"ITALY"	130	"ITALY:  ANCONA"	43.8	13.3	4	4.4	NA	2	1	NA	NA	NA	NA	300	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	42
